,trips,total_docks,year,month,weekday,max_temperature_f,mean_temperature_f,min_temperature_f,max_dew_point_f,mean_dew_point_f,min_dew_point_f,max_humidity,mean_humidity,min_humidity,max_sea_level_pressure_inches,mean_sea_level_pressure_inches,min_sea_level_pressure_inches,max_visibility_miles,mean_visibility_miles,min_visibility_miles,max_wind_Speed_mph,mean_wind_speed_mph,max_gust_speed_mph,precipitation_inches,cloud_cover,wind_dir_degrees,Fog,Fog-Rain,Normal,Rain,Rain-Thunderstorm,weekend
122,17,75,2013,9,6,73.0,63.0,53.0,55.0,52.0,48.0,93.0,70.0,47.0,30.04,29.99,29.93,10.0,10.0,10.0,21.0,5.0,25.0,0.01,1.0,330.0,0,0,1,0,0,1
125,11,75,2013,9,0,81.0,68.0,55.0,60.0,53.0,50.0,83.0,61.0,39.0,30.04,30.0,29.94,10.0,10.0,10.0,17.0,5.0,22.0,0.0,0.0,337.0,0,0,1,0,0,0
134,4,75,2013,9,1,76.0,68.0,59.0,57.0,51.0,45.0,84.0,59.0,33.0,30.03,29.98,29.96,10.0,10.0,10.0,18.0,7.0,28.0,0.0,0.0,303.0,0,0,1,0,0,0
137,7,75,2013,9,2,70.0,63.0,56.0,49.0,45.0,41.0,72.0,55.0,37.0,29.97,29.92,29.86,10.0,10.0,10.0,20.0,9.0,26.0,0.0,0.0,293.0,0,0,1,0,0,0
141,7,75,2013,9,3,76.0,65.0,53.0,45.0,41.0,33.0,66.0,44.0,21.0,30.01,29.93,29.86,10.0,10.0,10.0,15.0,5.0,21.0,0.0,0.0,321.0,0,0,1,0,0,0
149,10,75,2013,9,4,79.0,65.0,51.0,49.0,40.0,34.0,71.0,45.0,19.0,30.12,30.07,30.01,10.0,10.0,10.0,18.0,3.0,21.0,0.0,0.0,334.0,0,0,1,0,0,0
154,7,75,2013,9,5,81.0,67.0,52.0,55.0,44.0,36.0,78.0,50.0,21.0,30.12,30.07,30.01,10.0,10.0,10.0,20.0,5.0,24.0,0.0,0.0,334.0,0,0,1,0,0,1
157,6,75,2013,9,6,76.0,66.0,55.0,61.0,55.0,51.0,87.0,69.0,50.0,30.13,30.1,30.07,10.0,10.0,10.0,16.0,6.0,20.0,0.0,0.0,340.0,0,0,1,0,0,1
163,4,75,2013,9,0,76.0,67.0,58.0,62.0,56.0,41.0,93.0,71.0,48.0,30.1,30.05,29.99,10.0,10.0,10.0,18.0,7.0,23.0,0.0,2.0,348.0,0,0,1,0,0,0
166,7,75,2013,10,1,72.0,63.0,53.0,53.0,47.0,41.0,72.0,58.0,44.0,30.04,30.0,29.95,10.0,10.0,10.0,18.0,5.0,22.0,0.0,0.0,350.0,0,0,1,0,0,0
174,15,75,2013,10,2,74.0,64.0,53.0,52.0,48.0,42.0,83.0,61.0,39.0,30.04,29.99,29.96,10.0,10.0,10.0,22.0,5.0,24.0,0.0,0.0,341.0,0,0,1,0,0,0
177,12,75,2013,10,3,74.0,63.0,51.0,44.0,37.0,31.0,64.0,43.0,22.0,30.1,30.03,29.97,10.0,10.0,10.0,17.0,7.0,25.0,0.0,0.0,297.0,0,0,1,0,0,0
183,9,75,2013,10,4,82.0,70.0,58.0,35.0,31.0,27.0,36.0,25.0,14.0,30.12,30.06,29.99,10.0,10.0,10.0,22.0,9.0,30.0,0.0,0.0,6.0,0,0,1,0,0,0
188,12,75,2013,10,5,85.0,68.0,51.0,38.0,34.0,28.0,54.0,34.0,14.0,30.22,30.15,30.11,10.0,10.0,10.0,10.0,2.0,12.0,0.0,0.0,340.0,0,0,1,0,0,1
192,15,75,2013,10,6,82.0,67.0,52.0,47.0,40.0,36.0,59.0,40.0,20.0,30.14,30.08,30.01,10.0,10.0,10.0,10.0,3.0,13.0,0.0,0.0,321.0,0,0,1,0,0,1
197,9,75,2013,10,0,81.0,67.0,53.0,52.0,42.0,29.0,69.0,43.0,16.0,30.01,29.96,29.9,10.0,10.0,10.0,15.0,4.0,17.0,0.0,0.0,345.0,0,0,1,0,0,0
204,5,75,2013,10,1,74.0,62.0,50.0,54.0,47.0,42.0,77.0,56.0,35.0,29.93,29.85,29.76,10.0,10.0,10.0,16.0,6.0,20.0,0.0,0.0,354.0,0,0,1,0,0,0
209,14,75,2013,10,2,69.0,60.0,50.0,47.0,45.0,41.0,77.0,58.0,39.0,29.78,29.7,29.66,10.0,10.0,10.0,16.0,4.0,18.0,0.0,2.0,63.0,0,0,1,0,0,0
212,13,75,2013,10,3,71.0,61.0,51.0,51.0,46.0,41.0,83.0,64.0,44.0,30.04,29.92,29.79,10.0,10.0,10.0,18.0,6.0,21.0,0.0,0.0,348.0,0,0,1,0,0,0
219,5,75,2013,10,4,66.0,57.0,48.0,51.0,48.0,45.0,86.0,73.0,60.0,30.11,30.05,30.01,10.0,10.0,9.0,15.0,4.0,18.0,0.0,0.0,341.0,0,0,1,0,0,0
221,3,75,2013,10,5,69.0,60.0,50.0,52.0,48.0,40.0,96.0,71.0,46.0,30.03,29.99,29.94,10.0,9.0,4.0,20.0,5.0,22.0,0.0,2.0,344.0,0,0,1,0,0,1
228,8,75,2013,10,6,74.0,61.0,48.0,49.0,45.0,41.0,86.0,60.0,33.0,30.09,30.02,29.96,10.0,10.0,10.0,14.0,3.0,20.0,0.0,0.0,326.0,0,0,1,0,0,1
233,12,75,2013,10,0,79.0,63.0,47.0,45.0,40.0,36.0,74.0,48.0,22.0,30.14,30.08,30.01,10.0,10.0,10.0,9.0,3.0,12.0,0.0,0.0,318.0,0,0,1,0,0,0
236,11,75,2013,10,1,81.0,66.0,50.0,43.0,36.0,31.0,63.0,40.0,17.0,30.06,30.02,29.96,10.0,10.0,10.0,14.0,3.0,16.0,0.0,0.0,325.0,0,0,1,0,0,0
241,10,75,2013,10,2,81.0,65.0,49.0,51.0,39.0,31.0,59.0,39.0,18.0,30.1,30.06,30.02,10.0,10.0,10.0,12.0,2.0,16.0,0.0,0.0,334.0,0,0,1,0,0,0
249,11,75,2013,10,3,81.0,66.0,50.0,51.0,40.0,28.0,63.0,39.0,15.0,30.1,30.04,29.98,10.0,10.0,10.0,10.0,3.0,14.0,0.0,0.0,343.0,0,0,1,0,0,0
250,8,75,2013,10,4,75.0,63.0,50.0,53.0,48.0,42.0,77.0,56.0,35.0,30.08,30.03,30.0,10.0,10.0,10.0,12.0,2.0,13.0,0.0,0.0,337.0,0,0,1,0,0,0
258,16,75,2013,10,5,77.0,64.0,50.0,54.0,49.0,44.0,89.0,61.0,33.0,30.1,30.05,30.01,10.0,10.0,7.0,9.0,2.0,25.0,0.0,0.0,339.0,0,0,1,0,0,1
261,9,75,2013,10,6,70.0,61.0,51.0,53.0,50.0,46.0,93.0,73.0,53.0,30.05,30.0,29.94,10.0,7.0,1.0,13.0,3.0,14.0,0.0,4.0,323.0,0,0,1,0,0,1
269,7,75,2013,10,0,67.0,60.0,53.0,52.0,51.0,50.0,93.0,76.0,58.0,30.04,29.99,29.94,10.0,8.0,5.0,12.0,3.0,13.0,0.0,4.0,343.0,0,0,1,0,0,0
274,10,75,2013,10,1,67.0,60.0,52.0,54.0,51.0,48.0,93.0,76.0,58.0,30.05,30.0,29.95,10.0,8.0,4.0,10.0,3.0,25.0,0.0,4.0,329.0,0,0,1,0,0,0
277,14,75,2013,10,2,64.0,59.0,53.0,52.0,51.0,49.0,93.0,80.0,67.0,30.01,29.97,29.93,10.0,6.0,2.0,13.0,4.0,15.0,0.0,5.0,344.0,0,0,1,0,0,0
281,9,75,2013,10,3,60.0,55.0,49.0,50.0,49.0,46.0,89.0,77.0,64.0,30.14,30.07,30.01,10.0,9.0,5.0,8.0,3.0,13.0,0.0,5.0,347.0,0,0,1,0,0,0
288,8,75,2013,10,4,67.0,58.0,48.0,51.0,48.0,45.0,86.0,69.0,52.0,30.19,30.15,30.1,10.0,10.0,7.0,10.0,2.0,16.0,0.0,3.0,349.0,0,0,1,0,0,0
294,9,75,2013,10,5,73.0,61.0,48.0,52.0,49.0,45.0,93.0,66.0,38.0,30.17,30.11,30.04,10.0,10.0,5.0,10.0,2.0,14.0,0.0,0.0,332.0,0,0,1,0,0,1
299,1,75,2013,10,6,64.0,57.0,50.0,50.0,47.0,44.0,89.0,71.0,52.0,30.05,29.92,29.74,10.0,10.0,9.0,21.0,6.0,32.0,0.01,5.0,295.0,0,0,1,0,0,1
304,9,75,2013,10,0,64.0,59.0,53.0,48.0,45.0,42.0,77.0,63.0,48.0,29.88,29.76,29.71,10.0,10.0,10.0,18.0,6.0,28.0,0.0,5.0,283.0,0,0,1,0,0,0
307,10,75,2013,10,1,63.0,56.0,48.0,48.0,45.0,42.0,80.0,66.0,52.0,30.08,29.99,29.89,10.0,10.0,10.0,15.0,4.0,16.0,0.0,5.0,355.0,0,0,1,0,0,0
311,7,75,2013,10,2,67.0,56.0,44.0,48.0,44.0,41.0,92.0,67.0,42.0,30.17,30.12,30.09,10.0,10.0,10.0,13.0,3.0,16.0,0.0,0.0,346.0,0,0,1,0,0,0
316,8,75,2013,10,3,73.0,59.0,45.0,49.0,43.0,41.0,86.0,60.0,33.0,30.2,30.14,30.08,10.0,10.0,10.0,10.0,2.0,13.0,0.0,0.0,325.0,0,0,1,0,0,0
320,10,75,2013,11,4,76.0,62.0,47.0,48.0,43.0,36.0,80.0,53.0,25.0,30.16,30.09,30.03,10.0,10.0,10.0,12.0,2.0,26.0,0.0,0.0,337.0,0,0,1,0,0,0
328,7,75,2013,11,5,67.0,57.0,47.0,52.0,47.0,41.0,80.0,68.0,56.0,30.05,30.0,29.95,10.0,10.0,10.0,15.0,4.0,17.0,0.0,0.0,338.0,0,0,1,0,0,1
331,10,75,2013,11,6,65.0,56.0,47.0,45.0,39.0,26.0,86.0,55.0,24.0,30.07,30.0,29.95,10.0,10.0,10.0,14.0,5.0,17.0,0.0,0.0,305.0,0,0,1,0,0,1
334,10,75,2013,11,0,68.0,57.0,45.0,41.0,34.0,26.0,76.0,49.0,22.0,30.09,30.01,29.94,10.0,10.0,10.0,13.0,4.0,16.0,0.0,0.0,292.0,0,0,1,0,0,0
339,12,75,2013,11,1,74.0,61.0,48.0,46.0,34.0,28.0,60.0,40.0,20.0,30.24,30.17,30.09,10.0,10.0,5.0,9.0,2.0,13.0,0.0,0.0,316.0,0,0,1,0,0,0
348,12,75,2013,11,2,72.0,60.0,47.0,43.0,38.0,31.0,66.0,46.0,26.0,30.27,30.22,30.17,10.0,10.0,10.0,7.0,2.0,17.0,0.0,0.0,339.0,0,0,1,0,0,0
351,14,75,2013,11,3,72.0,61.0,50.0,52.0,45.0,38.0,86.0,59.0,31.0,30.19,30.14,30.1,10.0,10.0,8.0,15.0,3.0,18.0,0.0,0.0,2.0,0,0,1,0,0,0
358,4,75,2013,11,4,69.0,59.0,49.0,52.0,49.0,46.0,93.0,71.0,49.0,30.12,30.06,29.99,10.0,8.0,2.0,12.0,4.0,22.0,0.0,3.0,352.0,0,0,1,0,0,0
359,13,75,2013,11,5,70.0,58.0,46.0,51.0,47.0,43.0,93.0,67.0,40.0,30.06,30.02,29.99,10.0,10.0,10.0,10.0,2.0,12.0,0.0,0.0,349.0,0,0,1,0,0,1
365,5,75,2013,11,6,64.0,55.0,45.0,51.0,47.0,43.0,93.0,75.0,56.0,30.14,30.11,30.06,10.0,9.0,5.0,12.0,2.0,14.0,0.0,3.0,9.0,0,0,1,0,0,1
373,6,75,2013,11,0,65.0,59.0,53.0,52.0,49.0,46.0,89.0,71.0,52.0,30.18,30.14,30.1,9.0,7.0,4.0,8.0,2.0,10.0,0.0,3.0,29.0,0,0,1,0,0,0
374,5,75,2013,11,1,70.0,62.0,53.0,52.0,48.0,44.0,80.0,60.0,40.0,30.28,30.25,30.18,10.0,10.0,9.0,12.0,3.0,15.0,0.0,0.0,328.0,0,0,1,0,0,0
382,9,75,2013,11,2,74.0,62.0,49.0,54.0,50.0,43.0,100.0,73.0,46.0,30.28,30.19,30.14,10.0,10.0,10.0,12.0,3.0,20.0,0.0,1.0,335.0,0,0,1,0,0,0
388,4,75,2013,11,3,61.0,56.0,50.0,53.0,51.0,46.0,100.0,86.0,72.0,30.13,30.04,29.93,10.0,8.0,5.0,13.0,3.0,29.0,0.0,4.0,360.0,0,0,1,0,0,0
393,7,75,2013,11,4,66.0,56.0,46.0,48.0,44.0,38.0,86.0,62.0,37.0,29.91,29.83,29.76,10.0,10.0,10.0,16.0,3.0,18.0,0.0,0.0,355.0,0,0,1,0,0,0
396,11,75,2013,11,5,63.0,54.0,44.0,47.0,43.0,38.0,83.0,66.0,48.0,29.96,29.88,29.81,10.0,10.0,10.0,14.0,4.0,17.0,0.0,0.0,180.0,0,0,1,0,0,1
401,13,75,2013,11,6,62.0,53.0,43.0,47.0,44.0,41.0,93.0,72.0,51.0,30.12,30.05,29.96,10.0,10.0,10.0,13.0,3.0,16.0,0.0,0.0,21.0,0,0,1,0,0,1
403,4,75,2013,11,0,60.0,52.0,44.0,47.0,45.0,42.0,92.0,74.0,55.0,30.17,30.13,30.11,10.0,10.0,10.0,12.0,3.0,14.0,0.0,0.0,4.0,0,0,1,0,0,0
412,12,75,2013,11,1,64.0,57.0,49.0,56.0,49.0,45.0,93.0,77.0,60.0,30.13,30.05,29.98,10.0,10.0,8.0,10.0,5.0,15.0,0.17,6.0,138.0,0,0,0,1,0,0
417,8,75,2013,11,2,65.0,59.0,53.0,57.0,54.0,51.0,93.0,83.0,73.0,29.96,29.91,29.87,10.0,9.0,1.0,14.0,5.0,17.0,0.42,7.0,2.0,0,0,0,1,0,0
418,8,75,2013,11,3,63.0,56.0,49.0,50.0,40.0,28.0,96.0,63.0,29.0,30.02,29.96,29.92,10.0,10.0,6.0,18.0,6.0,24.0,0.0,5.0,326.0,0,0,0,1,0,0
426,4,75,2013,11,4,70.0,59.0,47.0,34.0,24.0,14.0,50.0,32.0,14.0,30.06,29.99,29.92,10.0,10.0,10.0,12.0,3.0,14.0,0.0,0.0,315.0,0,0,1,0,0,0
432,4,75,2013,11,5,65.0,53.0,41.0,41.0,36.0,30.0,71.0,50.0,28.0,30.13,30.05,29.99,10.0,10.0,10.0,8.0,1.0,17.0,0.0,0.0,325.0,0,0,1,0,0,1
434,1,75,2013,11,6,64.0,53.0,41.0,43.0,40.0,37.0,83.0,60.0,37.0,30.27,30.2,30.13,10.0,10.0,10.0,8.0,2.0,9.0,0.0,0.0,343.0,0,0,1,0,0,1
441,9,75,2013,11,0,65.0,53.0,41.0,46.0,41.0,37.0,86.0,65.0,44.0,30.35,30.29,30.27,10.0,10.0,7.0,9.0,2.0,20.0,0.0,0.0,339.0,0,0,1,0,0,0
446,11,75,2013,11,1,62.0,53.0,43.0,47.0,43.0,39.0,86.0,68.0,49.0,30.27,30.17,30.05,10.0,10.0,8.0,9.0,1.0,10.0,0.0,0.0,342.0,0,0,1,0,0,0
451,8,75,2013,11,2,63.0,54.0,44.0,47.0,44.0,40.0,89.0,70.0,51.0,30.04,29.93,29.86,10.0,8.0,5.0,9.0,1.0,15.0,0.0,0.0,338.0,0,0,1,0,0,0
455,5,75,2013,11,3,68.0,57.0,46.0,47.0,44.0,41.0,86.0,63.0,40.0,30.1,29.98,29.89,10.0,8.0,6.0,9.0,2.0,12.0,0.0,0.0,338.0,0,0,1,0,0,0
459,4,75,2013,11,4,68.0,56.0,43.0,47.0,42.0,39.0,86.0,62.0,37.0,30.24,30.16,30.11,10.0,10.0,10.0,9.0,1.0,10.0,0.0,0.0,328.0,0,0,1,0,0,0
461,5,75,2013,11,5,67.0,55.0,43.0,49.0,43.0,38.0,83.0,63.0,42.0,30.29,30.26,30.21,10.0,10.0,8.0,10.0,1.0,25.0,0.0,0.0,340.0,0,0,1,0,0,1
465,4,75,2013,12,6,67.0,54.0,41.0,47.0,43.0,39.0,92.0,68.0,44.0,30.36,30.29,30.24,10.0,10.0,8.0,8.0,1.0,10.0,0.0,0.0,336.0,0,0,1,0,0,1
471,12,75,2013,12,0,63.0,53.0,42.0,52.0,46.0,40.0,89.0,75.0,60.0,30.25,30.13,30.01,10.0,10.0,6.0,13.0,3.0,16.0,0.0,2.0,320.0,0,0,1,0,0,0
476,5,75,2013,12,1,56.0,50.0,43.0,50.0,39.0,31.0,83.0,63.0,43.0,29.99,29.94,29.88,10.0,10.0,10.0,17.0,6.0,22.0,0.0,3.0,298.0,0,0,1,0,0,0
478,10,75,2013,12,2,52.0,44.0,36.0,31.0,25.0,18.0,64.0,45.0,26.0,30.11,30.05,29.97,10.0,10.0,10.0,8.0,3.0,21.0,0.0,0.0,303.0,0,0,1,0,0,0
485,10,75,2013,12,3,51.0,40.0,29.0,25.0,20.0,14.0,70.0,46.0,22.0,30.19,30.15,30.11,10.0,10.0,10.0,7.0,2.0,14.0,0.0,0.0,341.0,0,0,1,0,0,0
492,2,75,2013,12,4,56.0,45.0,33.0,47.0,31.0,22.0,77.0,58.0,38.0,30.22,30.13,29.95,10.0,10.0,5.0,13.0,6.0,20.0,0.08,4.0,167.0,0,0,0,1,0,0
495,1,75,2013,12,5,51.0,43.0,34.0,46.0,30.0,24.0,86.0,63.0,39.0,30.27,30.13,29.95,10.0,10.0,10.0,18.0,7.0,25.0,0.08,1.0,294.0,0,0,1,0,0,1
500,2,75,2013,12,6,46.0,39.0,32.0,31.0,24.0,19.0,82.0,60.0,37.0,30.35,30.29,30.25,10.0,10.0,10.0,24.0,6.0,28.0,0.0,0.0,349.0,0,0,1,0,0,1
505,9,75,2013,12,0,51.0,40.0,29.0,25.0,19.0,13.0,64.0,45.0,26.0,30.43,30.39,30.34,10.0,10.0,10.0,18.0,4.0,23.0,0.0,0.0,5.0,0,0,1,0,0,0
506,6,75,2013,12,1,53.0,41.0,29.0,30.0,26.0,22.0,76.0,57.0,38.0,30.42,30.31,30.23,10.0,10.0,10.0,7.0,1.0,10.0,0.0,0.0,328.0,0,0,1,0,0,0
515,5,75,2013,12,2,56.0,44.0,32.0,32.0,29.0,26.0,76.0,56.0,35.0,30.27,30.22,30.19,10.0,10.0,10.0,7.0,1.0,18.0,0.0,0.0,343.0,0,0,1,0,0,0
518,7,75,2013,12,3,59.0,46.0,33.0,37.0,31.0,27.0,82.0,58.0,33.0,30.29,30.24,30.19,10.0,9.0,7.0,6.0,1.0,29.0,0.0,0.0,324.0,0,0,1,0,0,0
525,10,75,2013,12,4,60.0,48.0,35.0,42.0,36.0,31.0,85.0,65.0,44.0,30.36,30.3,30.26,10.0,9.0,8.0,14.0,2.0,31.0,0.0,2.0,314.0,0,0,1,0,0,0
530,2,75,2013,12,5,61.0,48.0,34.0,40.0,34.0,31.0,85.0,61.0,36.0,30.42,30.36,30.33,10.0,10.0,10.0,7.0,1.0,15.0,0.0,0.0,351.0,0,0,1,0,0,1
532,4,75,2013,12,6,61.0,48.0,35.0,38.0,35.0,31.0,85.0,62.0,39.0,30.38,30.31,30.26,10.0,9.0,7.0,7.0,1.0,17.0,0.0,0.0,356.0,0,0,1,0,0,1
538,13,75,2013,12,0,67.0,53.0,38.0,39.0,35.0,33.0,85.0,57.0,29.0,30.25,30.19,30.14,10.0,9.0,7.0,7.0,1.0,26.0,0.0,0.0,65.0,0,0,1,0,0,0
540,7,75,2013,12,1,61.0,51.0,41.0,41.0,37.0,34.0,79.0,59.0,39.0,30.19,30.12,30.06,10.0,6.0,3.0,7.0,1.0,8.0,0.0,0.0,346.0,0,0,1,0,0,0
545,5,75,2013,12,2,58.0,51.0,43.0,46.0,42.0,39.0,86.0,72.0,57.0,30.04,29.93,29.82,10.0,8.0,6.0,10.0,2.0,26.0,0.0,0.0,324.0,0,0,1,0,0,0
554,8,75,2013,12,3,59.0,52.0,44.0,43.0,36.0,22.0,92.0,64.0,36.0,29.96,29.84,29.76,10.0,10.0,10.0,17.0,5.0,26.0,0.0,1.0,287.0,0,0,1,0,0,0
555,4,75,2013,12,4,61.0,50.0,38.0,28.0,19.0,4.0,54.0,32.0,10.0,30.04,30.0,29.96,10.0,10.0,10.0,9.0,1.0,10.0,0.0,0.0,340.0,0,0,1,0,0,0
562,8,75,2013,12,5,60.0,49.0,37.0,47.0,38.0,26.0,93.0,73.0,53.0,30.1,30.04,30.0,10.0,10.0,10.0,15.0,3.0,18.0,0.0,0.0,358.0,0,0,1,0,0,1
567,7,75,2013,12,6,68.0,53.0,37.0,45.0,38.0,33.0,100.0,64.0,27.0,30.3,30.21,30.11,10.0,8.0,0.0,8.0,1.0,13.0,0.0,1.0,316.0,1,0,0,0,0,1
570,3,75,2013,12,0,62.0,51.0,40.0,43.0,39.0,35.0,85.0,66.0,46.0,30.4,30.36,30.31,10.0,10.0,7.0,8.0,2.0,12.0,0.0,0.0,329.0,0,0,1,0,0,0
574,2,75,2013,12,1,71.0,56.0,40.0,42.0,38.0,35.0,86.0,59.0,31.0,30.36,30.28,30.22,10.0,9.0,7.0,9.0,2.0,12.0,0.0,0.0,292.0,0,0,1,0,0,0
581,3,75,2013,12,2,65.0,52.0,38.0,42.0,38.0,35.0,85.0,61.0,37.0,30.31,30.26,30.21,10.0,10.0,10.0,7.0,1.0,9.0,0.0,0.0,314.0,0,0,1,0,0,0
585,5,75,2013,12,3,68.0,53.0,37.0,43.0,38.0,34.0,85.0,60.0,34.0,30.28,30.23,30.18,10.0,10.0,8.0,7.0,1.0,8.0,0.0,0.0,335.0,0,0,1,0,0,0
588,4,75,2013,12,4,59.0,49.0,39.0,42.0,38.0,34.0,85.0,68.0,51.0,30.25,30.2,30.14,10.0,8.0,5.0,8.0,1.0,10.0,0.0,0.0,350.0,0,0,1,0,0,0
595,3,75,2013,12,5,67.0,52.0,36.0,42.0,35.0,30.0,92.0,60.0,28.0,30.17,30.11,30.05,10.0,9.0,6.0,9.0,2.0,12.0,0.0,0.0,331.0,0,0,1,0,0,1
598,3,75,2013,12,6,68.0,55.0,41.0,32.0,26.0,19.0,62.0,39.0,16.0,30.19,30.14,30.11,10.0,10.0,10.0,10.0,2.0,16.0,0.0,0.0,299.0,0,0,1,0,0,1
